date,stock_id,link,source,title,sentiment_score
2025-05-15 01:03:00,2330,https://news.google.com/rss/articles/CBMiUkFVX3lxTE8xaFlHdUNEazBTcW9BWV9FYXZTcXN1ejFsemxDNVJlWk5kdVlFWGlibFVaSy1ZODZTdm5ERHNGVzFvUVFzRFljUWcyXzloOTl3RXfSAW5BVV95cUxPbDFCV0pkQWdlbWVTOVRiUVVfeEVLcE1CRUhsbW5QZWx5algyd3N0SUF0M05PMUhSbGZwLXVkYTZZSTgxdDZZdk9VM1IyLS0tY1BSalZWbDlrdkN2QW1lMmx2ZnVMWDRyajVjQ01MQQ?oc=5,ETtoday財經雲,台積電站上千元！市值衝26兆　指數翻紅小漲17點 - ETtoday財經雲,0.8
2025-05-15 01:03:20,2330,https://news.google.com/rss/articles/CBMiWEFVX3lxTE1pSnE1dDFTOUQxUFhVaF91QzRoaTdTX21LTXkzRTc5blV5S3dIaVppWHY5SzJmZzQ2bHhKc3ZKdS1BUExMVFY5VDkwTHVPSGRXUU9xUmNPOWE?oc=5,CMoney,2330 台積電 - 新竹即時報導 台積電（2330）主掌先進製程的副總經理張宗生...｜股市爆料同學會 - CMoney,0.4
2025-05-15 01:06:17,2330,https://news.google.com/rss/articles/CBMiUEFVX3lxTE91S2lTTFZYNTlDbWZheHZzdkVoMmZ0cGJ5akxscURyX0VlMEVxbndlWFNkcl91TXVjdXAyUF9MOHJ6MHZ2Ql9yQm9LRHhJYnEt0gFWQVVfeXFMTk9KTVNBSkdFTVdVUUZhaTM3V01nTnVQNDVMTUl0ZHF3bkJCUElKcVU1RDlrVGZSOFJDWkhtaTktQVpidmtFNzRUanpuMEhObTRqOUNJZXc?oc=5,聯合新聞網,台積電開盤漲1元登千元 台股開低走高 - 聯合新聞網,0.6
2025-05-15 01:22:25,2330,https://news.google.com/rss/articles/CBMi9gJBVV95cUxPb3BJMjhXZU04dnMtRnE3RmRRRkVpek1QX04xdzdVb2hZZjltd2JrTHZBSTJYdlBLTlZqZ1JFbjBUWF9hTEVPcTNTNmtTY3NXX2o5YzFDQnctN09WckRsQnR0aE9MVG00aktiWWJjeHFjeUNpcm9DbEdHTkdrX2ZfQVlWOTE4TDljX2dMdzA3WnhqSDZ3TVUwc0Fqcm1qckMyTkF0Uk4xcS1UN0ZyejRWUUREVHZSQ2kwWVFyM1NTMzhjdHRjbkg3a2JSSnhJS090NXZwMWR1bEVVdlh6NlZ5LWlJMDhQdmQ3all6YVc1RlZoWkRCc09yMHExZDBNMWtuTk1FY09BZVNYSlJaaWYxeGlCVEFWYURRN201VTZpczFRSDJoZFdpd0lHTlVuLVZrQWVHRHlvWVZ4WHloZkNLdXdYUlBFdkRwZERDc3dhNEFwQWl6WkR0VFMyMmNYZW5ybUVaNTBaRmlyeEEyeWNpeWpvRk01QQ?oc=5,MSN,台股開盤震盪小漲20點 台積電漲1 元重返千元大關 - MSN,0.6
2025-05-15 01:34:05,2330,https://news.google.com/rss/articles/CBMi4AJBVV95cUxPbFJPZlI1bTZOaG91UktacDJUZDVXN3hxdHM5Q2dIZERnMjRUOUdrMTZWT3Z1RGVneVFfUER6T0N5eGs1aC1iOVQ0R1o1TkJuVFZaU2tFWjQ2c095amNuR3dzdUNFdnZZcGR2Qlk3bkZsaE8td20zSGFoZ0xEc0NqRlZuc3I3VHRhMjVnMlAtS3RlWG0zLTlFang5MHZyNXZRemZDaUR0aDBIOVBsMnNTdWtzbS1fbVR5cHVUNU9sRjROcnczUjhWaU9rZTRLbG9IMnktZzVSZjlhN0dqbXpsM0dVZkZ0THczTWlOODMyZDI1WmRyZWlXTF9IS1pIZWJTSzdxN0x4VFZibzFwbG05cnFYRTRNamRMdW1vRnZ1STlyMnRBTnBBNjM3bnJ6MVVlRHRxQlJyYXlSSTU4SkQtcmM2Smw5VXNCb25QN3pyQWtET0NhYWNDclpYTDVNYlg2?oc=5,奇摩新聞,美股漲跌互見、台股今早盤小漲15點 台積電重返千元價 - 奇摩新聞,0.3
2025-05-15 01:42:58,2330,https://news.google.com/rss/articles/CBMiggNBVV95cUxQbnRIT0ZMNTRLTHI5T1M4RjJGMk81elphWktMcEhCUmRfY3YydmZLVVhKU0x0Z01IZzJpamxhTG1Vc3h6RVdXZFJBQk5jbVgyMUpwaXltbldkbXllOTc3SGd2b2ZqWWRRWl8tZmtmYzl3MGRjLWo0ZXZYbEd3bTlQOXQ2TlgtTWVEaXF0UTNrWDV1SlBMXy1Gd2NYQlBLZFM5TzJ0bC1wdUFKLWc1NEJjZ3VGSFVVaUpSMWtQQXozOG13cUZfLVBwNVY1V1JrNGRZdFFtNFFpTkRTQmlodXdjbWx1TUtnb2tBUXRPUWpRaFlyQVpRcl9pa1BZNG51ZDNMeU5ZdU1QOXFRek56Z0VsSFpTbHlDOGJ6aWxqVDJ1YWRaX2dtbEU0NEdGdjhVRmlVU0lvVEhhTzJuVmtjdmVmVzJSNGdjTk5LcU1lTGxsS2FjNkZFV1VSbndXeGUwT2VsaTVMTzQxcUVSU2hxZHVGXzZXTVplSmxMREhJSzdWZTVxQQ?oc=5,奇摩股市,台積電重返千元！今年27萬人逢低買進「最高1張賺22萬元」 - 奇摩股市,0.8
2025-05-15 01:43:10,2330,https://news.google.com/rss/articles/CBMiywJBVV95cUxOWlBGWGNOM1JEeF9MNndjbTFJOThJQlRrNGozMzYwSWVmdS1YcTdtNjMzVzZyUDhzLUg3YkZDYXpMSWN1VThHZG5oa0hDdTJRcmFKVGpCM0w3TnFLX0FUeFM1Nmp6eEZPZ2paZmYxeW95aGJzMURJN3Y1VXFJYVl4ZHR3eGdtaUl3LUt1V0ZoSEtNbVJsZW9QRjBfR0luY0F5NlJkaUNDMWJGdnMzOEVEYVZOVEJaV0h6bkhxM1JFTnFXeDh3RVZtNjZRSzdMbnJvdDRTczNjc2JHZW5ua1A0bGRPR0ljNGhBYjJHSzFleW5PSEpSQ3lxd0ZtQkZzY3hGQXAxWEtvVWs3ekYycjUydzdUdndIOENwX0lta1FhT18xemZYaUxTMEZFTTVQZnVoTy1XUmYtWFhzMDFwdFZvV1JqbXhCM2lTVHVV?oc=5,奇摩新聞,台積電重返千元！27萬人逢低買進 最高1張賺22萬元 - 奇摩新聞,0.8
2025-05-15 01:46:09,2330,https://news.google.com/rss/articles/CBMiUEFVX3lxTE5hSkFNa0QtUWlxTVllTXFXYkxMN204bUQ4S2k2eVdlcjZYUlVhVHZ1YzJpZlRDRE9weWs2QjYyWFRCSmVHc1JUcm5ZTlhwQ2hn0gFWQVVfeXFMTjh2QWtVTXhPTU1vRDM5WGZObm1XTkpsQzhPS2hrZUhHSmJKRnpQVi13bzAwb1RwMXAyNW9HUjFaMjdYbVdkdHd6LXhxWWN2a1lHc2ZwV1E?oc=5,聯合新聞網,台積電登千元！千金股盤中閃見16檔 - 聯合新聞網,0.8
2025-05-15 01:47:01,2330,https://news.google.com/rss/articles/CBMiUEFVX3lxTFBNUnN3VXdhbUw0SGVXWUhpejBub0c1QXUxbi00ZVZfTzh4UVRLVnJ0NjVkenROejB0LWdCb0IxX3lYU05FVTNhcVlKbmtDbEZm0gFWQVVfeXFMUHJwYjc1Ymk0RkdydjFtRGVWbWY2UF9CZmdQR3d0UmN4YVZYRGNwT0NoWS0xRW5zYWtheDFPVFFrRHRpOHhYYlE3SXJZSTV5NWxHczVzZ1E?oc=5,聯合新聞網,台積電2025技術論壇開場 聚焦AI創新實體AI人形機器人 - 聯合新聞網,0.8
2025-05-15 01:52:30,2330,https://news.google.com/rss/articles/CBMikANBVV95cUxOZ2FaMi1ibmJKWEdKaFE5ZlJna1pLMnVsWTZiY0k0ZXBZSW9wNXZ0S3NaZjBIdkJWcG1nSkM4ZElEbnlQU3BTdmsxc240Uy1Gcko5TG1jcENPdDc4TGtvUUp0dlhtV201TlFNUUpab0hFdTJ5MjVFZzQ5LVRiZ3oyMEJtSVhrUVN3eVlRMEpOOFRyeHdidE9VX0RIYmxyYzBFcFBtMG5kYmhpcWc1bVBZUkZad2ZsRE9zUnZSN2RKMnlMNVlIblJSVGhmcTM5b3E3WUxadll4Y1A4bzNDQkZoTTB0d0dVOG95T01UNmR3X2tlQnRXcXBYOE52b0JVaGswMkRQbUdMWnVBdF9HUVl2aWU3RmRPMlFzQlBPbnZYV0piOWFZaW5NaEZjcFoxZUs2dnU5SXRFYW5VOTJScUNmem1BbU5iT0ttXzVpWGJHcU9CcFZiN1lGdExNNmFzWHp4ZHBNTjFCbkx3NHZnTEVTc3gwQWJlTnBTOG8xX3lQRVRnNTl6Y3VURy1DSHJPN1dR?oc=5,奇摩股市,台積電花2個月重返千元！ 27萬人逢低買進「最高1張賺22萬元」 - 奇摩股市,0.8
